1,101,7564,210000.0
1,101,7829,264000.0
1,101,7029,118000.0
1,101,5879,343000.0
1,101,6838,132000.0
1,101,6230,93000.0
1,101,424,233000.0
1,102,541,259000.0
1,102,5924,238000.0
1,102,2733,311000.0
1,102,5700,317000.0
1,102,2121,165000.0
1,102,1345,286000.0
1,102,842,169000.0
1,102,2157,186000.0
1,102,6284,192000.0
1,103,5656,285000.0
1,103,5183,334000.0
1,103,2254,320000.0
1,103,2011,107000.0
1,103,7152,266000.0
1,103,7588,194000.0
4,101,7353,58000.0
4,101,7615,115000.0
4,101,2897,321000.0
4,101,4415,136000.0
4,101,6940,63000.0
4,101,1954,203000.0
4,101,1819,192000.0
4,101,6357,155000.0
4,101,1859,210000.0
4,102,580,98000.0
4,102,3852,176000.0
4,102,4055,128000.0
5,101,1305,213000.0
5,101,4540,330000.0
5,101,1366,341000.0
5,101,5321,216000.0
5,101,7767,233000.0
5,101,5387,330000.0
5,101,4583,313000.0
5,101,7750,243000.0
5,101,2570,77000.0
5,101,2090,147000.0
5,101,6852,206000.0
5,101,7366,309000.0
6,101,7604,286000.0
6,101,893,155000.0
6,101,6367,214000.0
6,101,3814,97000.0
6,101,505,265000.0
6,101,4577,177000.0
6,101,7501,67000.0
6,101,3895,104000.0
6,102,2885,224000.0
6,102,7281,219000.0
6,102,4880,275000.0
6,103,193,312000.0
6,103,2780,166000.0
6,103,3468,80000.0
6,103,3023,173000.0
6,103,4900,173000.0
6,103,3898,70000.0
6,103,1414,264000.0
6,103,1353,93000.0
6,103,4432,200000.0
6,103,5747,82000.0
7,101,4250,180000.0
7,101,2857,94000.0
7,101,3456,329000.0
7,101,2236,161000.0
7,102,4507,166000.0
7,102,3960,331000.0
7,102,7816,78000.0
7,102,7202,158000.0
7,102,283,299000.0
7,102,4295,171000.0
7,102,536,183000.0
7,102,4606,138000.0
7,102,3262,269000.0
7,102,1391,338000.0
7,103,1227,107000.0
7,103,6873,267000.0
7,103,5799,81000.0
7,103,6956,106000.0
7,103,6671,124000.0
7,103,3624,328000.0
7,103,1415,182000.0
7,103,4005,186000.0
7,103,315,336000.0
7,103,7089,189000.0
7,103,5141,62000.0
7,103,101,74000.0
7,103,4649,175000.0
7,103,1241,53000.0
7,103,2495,190000.0
7,103,3936,323000.0
7,103,5491,78000.0
7,104,7145,311000.0
7,104,3282,152000.0
7,104,1519,242000.0
7,104,7919,321000.0
7,104,892,177000.0
7,104,7650,63000.0
7,104,1263,95000.0
7,104,2282,306000.0
7,104,5633,78000.0
7,104,2151,257000.0
7,105,6245,317000.0
7,105,6493,274000.0
7,105,6923,79000.0
7,105,4613,149000.0
7,105,3741,187000.0
7,105,2404,273000.0
7,105,106,59000.0
7,105,1887,179000.0
7,105,3693,103000.0
7,105,2448,266000.0
7,105,1505,187000.0
7,105,327,229000.0
7,105,6952,207000.0
7,105,6776,159000.0
7,105,4081,269000.0
7,105,1393,245000.0
7,105,5945,255000.0
7,106,3074,67000.0
7,106,6742,207000.0
7,106,7407,294000.0
7,106,2466,53000.0
7,106,489,275000.0
7,106,4741,341000.0
7,106,1243,297000.0
7,106,4843,264000.0
7,106,6093,242000.0
7,106,11,103000.0
7,106,4357,296000.0
7,106,6377,267000.0
7,106,6268,272000.0
7,106,322,98000.0
7,106,3453,88000.0
7,106,5352,247000.0
7,106,5144,291000.0
7,107,3276,274000.0
7,107,230,165000.0
7,107,200,63000.0
7,107,4479,197000.0
7,107,2257,200000.0
7,107,248,58000.0
7,107,2763,117000.0
7,107,1335,115000.0
8,101,218,186000.0
8,101,7241,267000.0
8,101,4863,196000.0
8,101,1790,149000.0
8,101,3045,161000.0
8,101,6679,73000.0
8,102,5615,225000.0
8,102,694,77000.0
8,102,4535,71000.0
8,102,7183,83000.0
8,102,805,300000.0
8,102,1884,272000.0
8,102,6393,281000.0
8,102,4643,199000.0
8,102,5811,190000.0
8,102,2259,115000.0
8,102,2439,132000.0
8,102,3316,191000.0
8,103,3003,91000.0
8,103,542,108000.0
8,103,43,285000.0
8,103,7602,162000.0
8,103,5828,238000.0
8,103,2253,183000.0
8,103,7638,199000.0
8,103,6517,70000.0
8,103,2371,104000.0
8,103,5682,181000.0
8,103,4468,204000.0
8,103,3403,155000.0
8,103,4185,117000.0
8,103,4867,275000.0
8,103,1692,264000.0
8,103,4680,200000.0
9,101,656,187000.0
9,101,748,285000.0
9,101,5552,295000.0
9,101,3847,55000.0
9,101,161,210000.0
9,101,1695,274000.0
9,101,2399,250000.0
9,101,2636,339000.0
9,101,4886,185000.0
9,101,5626,287000.0
9,101,1135,294000.0
9,101,1700,208000.0
9,101,5418,280000.0
9,102,7741,138000.0
9,102,3756,206000.0
9,102,2144,219000.0
9,102,1758,163000.0
9,102,3323,124000.0
9,102,3073,133000.0
9,102,7672,286000.0
9,102,5984,233000.0
9,102,1164,321000.0
9,102,4287,187000.0
9,102,3993,87000.0
9,102,3903,170000.0
9,102,5591,67000.0
9,102,6877,124000.0
9,102,1594,93000.0
9,102,2559,329000.0
9,103,5974,231000.0
9,103,2123,84000.0
9,103,4457,319000.0
9,103,871,229000.0
9,103,4296,163000.0
9,103,7595,346000.0
9,103,7941,153000.0
9,103,2841,190000.0
9,103,4597,110000.0
9,103,7723,171000.0
9,103,4809,128000.0
10,101,918,339000.0
10,101,3278,74000.0
10,101,558,138000.0
10,101,5374,120000.0
10,101,5047,306000.0
10,101,3928,103000.0
10,101,7791,338000.0
10,101,5266,177000.0
10,101,1611,187000.0
10,101,7425,67000.0
10,101,2454,175000.0
10,101,5495,259000.0
10,101,1674,119000.0
10,102,7190,331000.0
10,102,6072,178000.0
10,102,5807,53000.0
10,102,638,184000.0
10,102,6360,286000.0
10,102,4655,185000.0
10,102,1405,79000.0
10,102,7318,107000.0
10,102,6510,334000.0
10,102,5031,201000.0
10,102,5961,117000.0
10,102,4636,70000.0
10,102,2834,230000.0
10,102,5084,322000.0
10,102,7545,140000.0
10,102,594,220000.0
10,103,2350,74000.0
10,103,74,76000.0
10,103,4805,200000.0
10,103,4316,345000.0
10,103,6707,72000.0
10,103,798,312000.0
10,103,1845,214000.0
10,103,3097,183000.0
10,103,3592,342000.0
10,103,2321,126000.0
10,103,6411,183000.0
10,104,6484,248000.0
10,104,5133,104000.0
10,104,439,124000.0
10,104,3954,278000.0
10,104,6811,152000.0
10,104,1229,132000.0
10,104,7044,315000.0
10,104,2076,247000.0
10,104,1955,135000.0
10,104,7905,120000.0
10,105,5571,273000.0
10,105,5701,101000.0
10,105,5404,266000.0
10,105,7822,114000.0
10,105,4914,211000.0
10,105,3943,164000.0
10,105,1645,221000.0
10,105,1128,345000.0
10,105,1360,126000.0
10,105,6017,309000.0
10,105,175,199000.0
10,105,6199,204000.0
10,105,3991,139000.0
10,105,2105,209000.0
10,105,715,221000.0
10,105,6943,211000.0
10,105,2740,73000.0
10,105,2688,183000.0
10,105,4768,169000.0
10,106,1724,326000.0
10,106,4719,67000.0
10,106,3581,274000.0
10,106,4387,148000.0
10,106,4754,271000.0
10,106,3961,154000.0
10,106,2384,176000.0
10,106,4484,95000.0
10,106,4727,302000.0
10,106,7847,202000.0
10,106,1851,107000.0
12,101,4519,175000.0
12,101,2242,188000.0
12,101,1569,54000.0
12,102,1344,116000.0
12,102,5921,147000.0
12,102,5587,119000.0
12,102,5194,151000.0
12,102,2351,276000.0
12,102,2544,232000.0
12,102,7578,312000.0
12,102,5694,235000.0
12,102,1996,341000.0
12,102,6050,207000.0
12,102,3193,57000.0
12,102,5214,240000.0
12,102,862,157000.0
12,102,2142,63000.0
12,102,5083,217000.0
12,102,1891,167000.0
12,102,5209,347000.0
12,102,2443,287000.0
13,101,4112,116000.0
13,101,6598,126000.0
13,101,2132,222000.0
13,101,7138,81000.0
13,101,1542,280000.0
13,101,7755,203000.0
13,101,7122,339000.0
13,101,258,168000.0
13,102,1106,146000.0
13,102,4269,140000.0
13,102,7387,306000.0
13,102,5830,116000.0
13,102,7120,119000.0
13,102,7639,333000.0
13,102,4930,335000.0
13,102,7678,57000.0
13,102,4321,67000.0
13,102,7732,165000.0
13,102,3923,180000.0
13,102,7724,161000.0
13,102,160,55000.0
13,103,3221,189000.0
13,103,3857,70000.0
13,103,3225,236000.0
13,103,6256,198000.0
13,103,268,255000.0
13,104,2538,345000.0
13,104,7274,128000.0
13,104,311,140000.0
13,104,5074,331000.0
13,104,4881,54000.0
13,104,1019,176000.0
13,104,2528,123000.0
13,104,2126,346000.0
13,104,3793,310000.0
13,104,2073,70000.0
13,104,612,329000.0
13,104,5347,245000.0
13,104,5563,313000.0
13,104,3775,288000.0
13,104,4906,300000.0
13,104,516,327000.0
13,104,4419,270000.0
13,104,6558,227000.0
13,104,1355,318000.0
13,105,6401,208000.0
13,105,3526,67000.0
13,105,1653,95000.0
13,105,4048,225000.0
13,105,4212,61000.0
13,105,4747,200000.0
13,105,2146,338000.0
13,105,4140,108000.0
13,105,4733,156000.0
13,106,3833,163000.0
13,106,4304,338000.0
13,106,6193,335000.0
13,106,6559,126000.0
13,106,3168,140000.0
13,106,2964,178000.0
13,106,7733,147000.0
13,106,3082,94000.0
13,106,4701,319000.0
13,106,3948,335000.0
13,106,3116,310000.0
13,106,4177,198000.0
13,106,2288,243000.0
13,106,1119,287000.0
13,106,2050,109000.0
13,106,5100,232000.0
13,106,5269,343000.0
13,106,6384,92000.0
14,101,4103,239000.0
14,101,6403,318000.0
14,101,7839,329000.0
14,101,5878,213000.0
14,101,2361,133000.0
14,101,7976,61000.0
14,101,6000,294000.0
14,101,1329,83000.0
14,101,697,99000.0
14,101,1604,215000.0
14,101,4027,306000.0
14,101,421,192000.0
14,101,7560,320000.0
14,101,5643,342000.0
14,101,4961,99000.0
14,101,4748,252000.0
14,101,6529,265000.0
14,102,7364,130000.0
14,102,7033,92000.0
14,102,765,126000.0
14,102,7380,243000.0
14,102,4148,120000.0
14,102,6913,239000.0
14,102,4180,72000.0
14,102,1690,158000.0
14,102,5389,285000.0
14,102,7020,135000.0
14,102,2266,110000.0
14,102,158,289000.0
14,102,1127,214000.0
14,102,5771,248000.0
15,101,2258,328000.0
15,101,239,220000.0
15,101,2718,103000.0
15,101,7142,347000.0
15,101,5853,320000.0
15,101,3662,325000.0
15,101,7119,189000.0
15,102,4744,282000.0
15,102,5521,76000.0
15,102,4742,216000.0
15,102,3986,187000.0
15,102,7236,124000.0
15,102,2939,98000.0
15,103,3958,115000.0
15,103,5358,156000.0
15,103,768,77000.0
15,103,4496,221000.0
15,103,2044,87000.0
15,103,2752,84000.0
15,103,1113,181000.0
15,103,2624,192000.0
15,104,2093,125000.0
15,104,2894,187000.0
15,104,7876,214000.0
15,105,7809,91000.0
15,105,7415,286000.0
15,105,4351,194000.0
15,105,5742,148000.0
15,105,5789,236000.0
15,105,3293,185000.0
15,105,5971,198000.0
15,105,1228,250000.0
16,101,7352,303000.0
16,101,5776,180000.0
16,101,3803,153000.0
16,102,7694,53000.0
16,102,1537,78000.0
16,102,3509,303000.0
