1,164,412000.0
1,207,548000.0
1,166,360000.0
1,144,531000.0
1,231,518000.0
2,91,286000.0
2,203,601000.0
2,198,74000.0
2,165,149000.0
2,137,487000.0
3,212,396000.0
3,105,423000.0
4,210,307000.0
4,80,255000.0
4,23,133000.0
4,55,255000.0
5,197,557000.0
5,217,469000.0
5,72,144000.0
6,83,525000.0
6,134,238000.0
6,88,361000.0
6,215,95000.0
7,10,458000.0
7,178,295000.0
7,182,80000.0
8,74,227000.0
8,235,426000.0
8,229,259000.0
8,41,500000.0
9,185,375000.0
9,218,57000.0
9,233,529000.0
9,150,490000.0
10,171,275000.0
10,127,387000.0
10,194,328000.0
11,70,582000.0
11,205,230000.0
11,131,307000.0
12,196,126000.0
12,192,185000.0
12,52,148000.0
13,24,588000.0
13,49,60000.0
14,90,83000.0
14,32,206000.0
14,204,206000.0
15,58,213000.0
15,220,72000.0
16,25,184000.0
16,195,208000.0
16,170,515000.0
16,54,639000.0
17,186,233000.0
17,159,497000.0
18,108,421000.0
18,21,369000.0
19,187,153000.0
19,50,554000.0
19,202,381000.0
19,168,607000.0
19,14,346000.0
20,51,58000.0
20,99,99000.0
21,158,641000.0
21,113,447000.0
21,128,582000.0
22,20,524000.0
22,151,221000.0
23,109,187000.0
23,146,398000.0
24,221,581000.0
24,132,178000.0
25,237,132000.0
25,125,191000.0
25,209,503000.0
25,116,273000.0
26,59,600000.0
26,31,426000.0
27,224,508000.0
27,56,489000.0
27,36,155000.0
28,17,394000.0
28,117,528000.0
28,145,290000.0
28,238,634000.0
28,100,79000.0
29,47,197000.0
29,34,230000.0
29,148,93000.0
30,219,156000.0
30,157,598000.0
30,120,399000.0
31,82,331000.0
31,89,492000.0
31,147,504000.0
32,107,387000.0
32,143,528000.0
32,87,570000.0
33,162,642000.0
33,102,290000.0
34,172,533000.0
34,86,158000.0
34,92,403000.0
35,28,292000.0
35,67,396000.0
35,77,137000.0
35,15,384000.0
36,63,253000.0
36,156,636000.0
37,66,90000.0
37,140,338000.0
37,141,511000.0
37,181,55000.0
38,44,539000.0
38,206,304000.0
38,42,458000.0
38,101,300000.0
38,135,553000.0
39,188,226000.0
39,96,299000.0
40,199,618000.0
40,191,617000.0
40,200,114000.0
