100,1,31900.0
100,1,30400.0
100,2,34600.0
100,1,39500.0
100,1,27400.0
100,2,10800.0
100,1,32900.0
100,2,26600.0
101,2,36300.0
101,1,16100.0
101,1,23200.0
101,1,36400.0
101,2,35800.0
101,1,38200.0
101,2,1000.0
101,1,33700.0
101,1,1600.0
101,2,7200.0
102,1,8300.0
102,1,2200.0
102,1,24000.0
102,2,38100.0
102,2,33500.0
102,1,31700.0
102,2,14500.0
102,2,33300.0
102,2,15000.0
102,2,7300.0
102,2,37100.0
102,2,38000.0
102,2,32400.0
102,1,33800.0
102,2,36900.0
102,2,36200.0
102,2,33200.0
103,1,9500.0
103,1,12300.0
103,2,2500.0
103,2,5600.0
103,1,31900.0
104,2,10500.0
104,2,32700.0
104,2,34000.0
105,1,5500.0
105,2,17500.0
105,2,20000.0
105,2,37300.0
105,1,38200.0
105,2,37400.0
105,1,33800.0
105,1,13200.0
105,2,18200.0
105,2,27200.0
105,1,21000.0
105,2,19100.0
105,2,17600.0
105,2,12000.0
106,2,7600.0
106,2,1800.0
106,1,17200.0
106,2,9800.0
106,1,33700.0
106,2,37700.0
106,2,15100.0
106,1,9100.0
106,2,36800.0
106,1,35500.0
106,1,28100.0
106,2,24200.0
106,2,6100.0
106,1,22600.0
107,2,37200.0
107,1,24800.0
107,1,13800.0
108,1,14700.0
108,2,2500.0
108,1,18500.0
108,2,26500.0
108,2,19300.0
108,2,18100.0
108,2,39300.0
108,2,35200.0
108,1,10200.0
108,2,4900.0
108,2,22800.0
108,1,4800.0
108,2,6200.0
108,1,29000.0
108,1,19400.0
108,1,20800.0
108,1,24200.0
108,1,23200.0
108,2,25300.0
109,2,9500.0
110,1,11000.0
110,2,7900.0
110,1,24700.0
110,1,26800.0
110,1,7800.0
110,1,13200.0
110,1,7400.0
110,2,27200.0
111,2,20900.0
111,1,37400.0
111,1,12000.0
111,2,38600.0
111,2,19800.0
111,1,39200.0
111,1,3800.0
111,2,7000.0
111,2,12200.0
111,1,7700.0
111,1,3500.0
111,2,39100.0
111,1,24700.0
111,2,37900.0
111,2,4300.0
112,1,17400.0
113,1,9300.0
113,1,38300.0
113,1,4200.0
113,1,3200.0
113,1,28900.0
113,2,21300.0
113,1,23200.0
113,1,6200.0
113,1,16600.0
114,1,17800.0
114,1,16100.0
114,2,38000.0
114,1,35400.0
115,2,8500.0
115,2,23600.0
115,2,4500.0
115,2,21600.0
115,1,38400.0
115,1,28900.0
115,2,29200.0
115,2,26900.0
115,1,14000.0
115,1,1500.0
115,2,34300.0
115,2,33700.0
115,2,20800.0
115,1,6700.0
115,2,37200.0
115,1,11000.0
116,1,26800.0
116,2,26100.0
116,2,6400.0
116,1,23200.0
116,2,30800.0
116,2,1600.0
116,1,34300.0
116,1,24500.0
116,1,20800.0
116,1,26700.0
116,2,33400.0
116,2,9300.0
116,2,23900.0
116,1,26100.0
116,1,33800.0
116,2,21400.0
117,2,10600.0
117,2,17100.0
117,2,38000.0
117,2,32900.0
117,1,20000.0
117,2,24700.0
117,1,34200.0
117,2,16800.0
117,2,28300.0
117,1,20800.0
117,2,39300.0
117,1,16600.0
117,2,1500.0
119,2,16900.0
119,1,21700.0
119,2,7000.0
119,2,7700.0
119,2,39000.0
119,2,30200.0
119,1,8200.0
119,1,28200.0
119,2,29700.0
119,1,37200.0
